nama_jabatan;jf_id;sub_jabatan_id;sub_jabatan_nama;rekom
(Dokter Pendidik Klinis)Dokter Sub Spesialis Anak-Nutrisi & Penyakit Metabolik Ahli Pertama;"8ae482893580790801358a1d4e894924
";;;2
(Dokter Pendidik Klinis)Dokter Sub Spesialis Anak-Tumbuh Kembang Ped. Sosial;;905;;5
(Dokter Pendidik Klinis)Dokter Sub Spesialis Anak-Tumbuh Kembang Ped. Sosial Ahli Utama;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Anak-Tumbuh Kembang Ped. Sosial Ahli Madya ;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Anak-Tumbuh Kembang Ped. Sosial Ahli Muda;"8ae482893580790801358a1d4e894924
";;;2
(Dokter Pendidik Klinis)Dokter Sub Spesialis Anak-Tumbuh Kembang Ped. Sosial Ahli Pertama;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Anestesi-Anestesi Kardiovaskuler dan Critical Care;;917;;8
(Dokter Pendidik Klinis)Dokter Sub Spesialis Anestesi-Anestesi Kardiovaskuler dan Critical Care Ahli Utama;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Anestesi-Anestesi Kardiovaskuler dan Critical Care Ahli Madya;"8ae482893580790801358a1d4e894924
";;;2
(Dokter Pendidik Klinis)Dokter Sub Spesialis Anestesi-Anestesi Kardiovaskuler dan Critical Care Ahli Muda;"8ae482893580790801358a1d4e894924
";;;3
(Dokter Pendidik Klinis)Dokter Sub Spesialis Anestesi-Anestesi Kardiovaskuler dan Critical Care Ahli Pertama;"8ae482893580790801358a1d4e894924
";;;2
(Dokter Pendidik Klinis)Dokter Sub Spesialis Anestesi-Anestesi Pediatri dan Critical Care;;921;;6
(Dokter Pendidik Klinis)Dokter Sub Spesialis Anestesi-Anestesi Pediatri dan Critical Care Ahli Utama;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Anestesi-Anestesi Pediatri dan Critical Care Ahli Madya ;"8ae482893580790801358a1d4e894924
";;;2
(Dokter Pendidik Klinis)Dokter Sub Spesialis Anestesi-Anestesi Pediatri dan Critical Care Ahli Muda;"8ae482893580790801358a1d4e894924
";;;2
(Dokter Pendidik Klinis)Dokter Sub Spesialis Anestesi-Anestesi Pediatri dan Critical Care Ahli Pertama;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Anestesi-Intensif Care/ICU;;2499;;21
(Dokter Pendidik Klinis)Dokter Sub Spesialis Anestesi-Intensif Care/ICU Ahli Utama;"8ae482893580790801358a1d4e894924
";;;8
(Dokter Pendidik Klinis)Dokter Sub Spesialis Anestesi-Intensif Care/ICU Ahli Madya ;"8ae482893580790801358a1d4e894924
";;;6
(Dokter Pendidik Klinis)Dokter Sub Spesialis Anestesi-Intensif Care/ICU Ahli Muda;"8ae482893580790801358a1d4e894924
";;;5
(Dokter Pendidik Klinis)Dokter Sub Spesialis Anestesi-Intensif Care/ICU Ahli Pertama;"8ae482893580790801358a1d4e894924
";;;2
(Dokter Pendidik Klinis)Dokter Sub Spesialis Anestesi-Manajemen Nyeri;;918;;7
(Dokter Pendidik Klinis)Dokter Sub Spesialis Anestesi-Manajemen Nyeri Ahli Utama;"8ae482893580790801358a1d4e894924
";;;0
(Dokter Pendidik Klinis)Dokter Sub Spesialis Anestesi-Manajemen Nyeri Ahli Madya ;"8ae482893580790801358a1d4e894924
";;;4
(Dokter Pendidik Klinis)Dokter Sub Spesialis Anestesi-Manajemen Nyeri Ahli Muda;"8ae482893580790801358a1d4e894924
";;;3
(Dokter Pendidik Klinis)Dokter Sub Spesialis Anestesi-Manajemen Nyeri Ahli Pertama;"8ae482893580790801358a1d4e894924
";;;0
(Dokter Pendidik Klinis)Dokter Sub Spesialis Anestesi-Neuroanestesi dan Critical Care;;920;;6
(Dokter Pendidik Klinis)Dokter Sub Spesialis Anestesi-Neuroanestesi dan Critical Care Ahli Utama ;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Anestesi-Neuroanestesi dan Critical Care Ahli Madya ;"8ae482893580790801358a1d4e894924
";;;2
(Dokter Pendidik Klinis)Dokter Sub Spesialis Anestesi-Neuroanestesi dan Critical Care Ahli Muda ;"8ae482893580790801358a1d4e894924
";;;2
(Dokter Pendidik Klinis)Dokter Sub Spesialis Anestesi-Neuroanestesi dan Critical Care Ahli Pertama;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Bedah Saraf-Vaskular;;979;;13
(Dokter Pendidik Klinis)Dokter Sub Spesialis Bedah Saraf-Vaskular Ahli Utama ;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Bedah Saraf-Vaskular Ahli Madya ;"8ae482893580790801358a1d4e894924
";;;2
(Dokter Pendidik Klinis)Dokter Sub Spesialis Bedah Saraf-Vaskular Ahli Muda ;"8ae482893580790801358a1d4e894924
";;;6
(Dokter Pendidik Klinis)Dokter Sub Spesialis Bedah Saraf-Vaskular Ahli Pertama;"8ae482893580790801358a1d4e894924
";;;4
(Dokter Pendidik Klinis)Dokter Sub Spesialis Bedah-Bedah Digestif;;2329;;4
(Dokter Pendidik Klinis)Dokter Sub Spesialis Bedah-Bedah Digestif Ahli Utama ;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Bedah-Bedah Digestif Ahli Madya ;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Bedah-Bedah Digestif Ahli Muda ;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Bedah-Bedah Digestif Ahli Pertama;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Bedah-Bedah Onkologi;;2330;;6
(Dokter Pendidik Klinis)Dokter Sub Spesialis Bedah-Bedah Onkologi Ahli Utama ;"8ae482893580790801358a1d4e894924
";;;3
(Dokter Pendidik Klinis)Dokter Sub Spesialis Bedah-Bedah Onkologi Ahli Madya ;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Bedah-Bedah Onkologi Ahli Muda ;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Bedah-Bedah Onkologi Ahli Pertama;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Bedah-Bedah Vaskuler dan Endovaskuler;;925;;10
(Dokter Pendidik Klinis)Dokter Sub Spesialis Bedah-Bedah Vaskuler dan Endovaskuler Ahli Utama ;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Bedah-Bedah Vaskuler dan Endovaskuler Ahli Madya ;"8ae482893580790801358a1d4e894924
";;;2
(Dokter Pendidik Klinis)Dokter Sub Spesialis Bedah-Bedah Vaskuler dan Endovaskuler Ahli Muda ;"8ae482893580790801358a1d4e894924
";;;3
(Dokter Pendidik Klinis)Dokter Sub Spesialis Bedah-Bedah Vaskuler dan Endovaskuler Ahli Pertama;"8ae482893580790801358a1d4e894924
";;;4
(Dokter Pendidik Klinis)Dokter Sub Spesialis BTKV-Jantung Dewasa;;981;;5
(Dokter Pendidik Klinis)Dokter Sub Spesialis BTKV-Jantung Dewasa Ahli Utama ;"8ae482893580790801358a1d4e894924
";;;0
(Dokter Pendidik Klinis)Dokter Sub Spesialis BTKV-Jantung Dewasa Ahli Madya ;"8ae482893580790801358a1d4e894924
";;;0
(Dokter Pendidik Klinis)Dokter Sub Spesialis BTKV-Jantung Dewasa Ahli Muda ;"8ae482893580790801358a1d4e894924
";;;4
(Dokter Pendidik Klinis)Dokter Sub Spesialis BTKV-Jantung Dewasa Ahli Pertama;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Emergency Medic (Kedaruratan Medik)-Disaster Medicine;;992;;8
(Dokter Pendidik Klinis)Dokter Sub Spesialis Emergency Medic (Kedaruratan Medik)-Disaster Medicine Ahli Utama ;"8ae482893580790801358a1d4e894924
";;;2
(Dokter Pendidik Klinis)Dokter Sub Spesialis Emergency Medic (Kedaruratan Medik)-Disaster Medicine Ahli Madya ;"8ae482893580790801358a1d4e894924
";;;2
(Dokter Pendidik Klinis)Dokter Sub Spesialis Emergency Medic (Kedaruratan Medik)-Disaster Medicine Ahli Muda ;"8ae482893580790801358a1d4e894924
";;;2
(Dokter Pendidik Klinis)Dokter Sub Spesialis Emergency Medic (Kedaruratan Medik)-Disaster Medicine Ahli Pertama;"8ae482893580790801358a1d4e894924
";;;2
(Dokter Pendidik Klinis)Dokter Sub Spesialis Emergency Medic (Kedaruratan Medik)-Emergency Care ;;993;;4
(Dokter Pendidik Klinis)Dokter Sub Spesialis Emergency Medic (Kedaruratan Medik)-Emergency Care Ahli Utama ;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Emergency Medic (Kedaruratan Medik)-Emergency Care Ahli Madya ;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Emergency Medic (Kedaruratan Medik)-Emergency Care Ahli Muda ;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Emergency Medic (Kedaruratan Medik)-Emergency Care Ahli Pertama;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Emergency Medic (Kedaruratan Medik)-Emergency Toxicology;;994;;4
(Dokter Pendidik Klinis)Dokter Sub Spesialis Emergency Medic (Kedaruratan Medik)-Emergency Toxicology Ahli Utama ;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Emergency Medic (Kedaruratan Medik)-Emergency Toxicology Ahli Madya ;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Emergency Medic (Kedaruratan Medik)-Emergency Toxicology Ahli Muda ;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Emergency Medic (Kedaruratan Medik)-Emergency Toxicology Ahli Pertama;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Jantung dan Pembuluh Darah-Ekokardiografi;;999;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Jantung dan Pembuluh Darah-Ekokardiografi Ahli Utama ;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Jantung dan Pembuluh Darah-Ekokardiografi Ahli Madya ;"8ae482893580790801358a1d4e894924
";;;0
(Dokter Pendidik Klinis)Dokter Sub Spesialis Jantung dan Pembuluh Darah-Ekokardiografi Ahli Muda ;"8ae482893580790801358a1d4e894924
";;;0
(Dokter Pendidik Klinis)Dokter Sub Spesialis Jantung dan Pembuluh Darah-Ekokardiografi Ahli Pertama;"8ae482893580790801358a1d4e894924
";;;0
(Dokter Pendidik Klinis)Dokter Sub Spesialis Jantung dan Pembuluh Darah-Kardiologi Intervensi;;2352;;6
(Dokter Pendidik Klinis)Dokter Sub Spesialis Jantung dan Pembuluh Darah-Kardiologi Intervensi Ahli Utama ;"8ae482893580790801358a1d4e894924
";;;3
(Dokter Pendidik Klinis)Dokter Sub Spesialis Jantung dan Pembuluh Darah-Kardiologi Intervensi Ahli Madya ;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Jantung dan Pembuluh Darah-Kardiologi Intervensi Ahli Muda ;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Jantung dan Pembuluh Darah-Kardiologi Intervensi Ahli Pertama;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Jantung dan Pembuluh Darah-Kardiologi Pediatrik dan Penyakit Jantung Bawaan ;;1001;;4
(Dokter Pendidik Klinis)Dokter Sub Spesialis Jantung dan Pembuluh Darah-Kardiologi Pediatrik dan Penyakit Jantung Bawaan Ahli Utama ;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Jantung dan Pembuluh Darah-Kardiologi Pediatrik dan Penyakit Jantung Bawaan Ahli Madya ;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Jantung dan Pembuluh Darah-Kardiologi Pediatrik dan Penyakit Jantung Bawaan Ahli Muda ;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Jantung dan Pembuluh Darah-Kardiologi Pediatrik dan Penyakit Jantung Bawaan Ahli Pertama;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Jantung dan Pembuluh Darah-Perawatan Intensif dan Kegawatan Kardiovaskular;;1004;;15
(Dokter Pendidik Klinis)Dokter Sub Spesialis Jantung dan Pembuluh Darah-Perawatan Intensif dan Kegawatan Kardiovaskular Ahli Utama ;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Jantung dan Pembuluh Darah-Perawatan Intensif dan Kegawatan Kardiovaskular Ahli Madya ;"8ae482893580790801358a1d4e894924
";;;12
(Dokter Pendidik Klinis)Dokter Sub Spesialis Jantung dan Pembuluh Darah-Perawatan Intensif dan Kegawatan Kardiovaskular Ahli Muda ;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Jantung dan Pembuluh Darah-Perawatan Intensif dan Kegawatan Kardiovaskular Ahli Pertama;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Kedokteran Fisik dan Rehabilitasi-Pediatrikl;;1010;;2
(Dokter Pendidik Klinis)Dokter Sub Spesialis Kedokteran Fisik dan Rehabilitasi-Pediatrikl Ahli Utama ;"8ae482893580790801358a1d4e894924
";;;0
(Dokter Pendidik Klinis)Dokter Sub Spesialis Kedokteran Fisik dan Rehabilitasi-Pediatrikl Ahli Madya ;"8ae482893580790801358a1d4e894924
";;;0
(Dokter Pendidik Klinis)Dokter Sub Spesialis Kedokteran Fisik dan Rehabilitasi-Pediatrikl Ahli Muda ;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Kedokteran Fisik dan Rehabilitasi-Pediatrikl Ahli Pertama;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Kedokteran Jiwa-Psikiatri Adiksi;;964;;4
(Dokter Pendidik Klinis)Dokter Sub Spesialis Kedokteran Jiwa-Psikiatri Adiksi Ahli Utama ;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Kedokteran Jiwa-Psikiatri Adiksi Ahli Madya ;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Kedokteran Jiwa-Psikiatri Adiksi Ahli Muda ;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Kedokteran Jiwa-Psikiatri AdiksiAhli Pertama;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Mata-Glaukoma;;960;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Mata-Glaukoma Ahli Utama ;"8ae482893580790801358a1d4e894924
";;;0
(Dokter Pendidik Klinis)Dokter Sub Spesialis Mata-Glaukoma Ahli Madya ;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Mata-Glaukoma Ahli Muda ;"8ae482893580790801358a1d4e894924
";;;0
(Dokter Pendidik Klinis)Dokter Sub Spesialis Mata-Glaukoma Ahli Pertama;"8ae482893580790801358a1d4e894924
";;;0
(Dokter Pendidik Klinis)Dokter Sub Spesialis Mata-Infeksi dan Imunologi;;958;;4
(Dokter Pendidik Klinis)Dokter Sub Spesialis Mata-Infeksi dan Imunologi Ahli Utama ;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Mata-Infeksi dan Imunologi Ahli Madya ;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Mata-Infeksi dan Imunologi Ahli Muda ;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Mata-Infeksi dan Imunologi Ahli Pertama;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Mata-Katarak dan Bedah Refraksi;;959;;4
(Dokter Pendidik Klinis)Dokter Sub Spesialis Mata-Katarak dan Bedah Refraksi Ahli Utama ;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Mata-Katarak dan Bedah Refraksi Ahli Madya ;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Mata-Katarak dan Bedah Refraksi Ahli Muda ;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Mata-Katarak dan Bedah Refraksi Ahli Pertama;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Mata-Pediatrik Oftalmologi dan Strabismus;;962;;6
"(Dokter Pendidik Klinis)Dokter Sub Spesialis Mata-Pediatrik Oftalmologi dan Strabismus 
Ahli Utama ";"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Mata-Pediatrik Oftalmologi dan Strabismus Ahli Madya ;"8ae482893580790801358a1d4e894924
";;;1
"(Dokter Pendidik Klinis)Dokter Sub Spesialis Mata-Pediatrik Oftalmologi dan Strabismus 
 Ahli Muda ";"8ae482893580790801358a1d4e894924
";;;2
(Dokter Pendidik Klinis)Dokter Sub Spesialis Mata-Pediatrik Oftalmologi dan Strabismus Ahli Pertama;"8ae482893580790801358a1d4e894924
";;;2
(Dokter Pendidik Klinis)Dokter Sub Spesialis Mata-Refraksi dan Optimasi Visual;;957;;5
(Dokter Pendidik Klinis)Dokter Sub Spesialis Mata-Refraksi dan Optimasi Visual Ahli Utama ;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Mata-Refraksi dan Optimasi Visual Ahli Madya ;"8ae482893580790801358a1d4e894924
";;;2
(Dokter Pendidik Klinis)Dokter Sub Spesialis Mata-Refraksi dan Optimasi Visual Ahli Muda ;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Mata-Refraksi dan Optimasi Visual Ahli Pertama;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Mata-Vitreo retina;;961;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Mata-Vitreo retina Ahli Utama ;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Mata-Vitreo retina Ahli Madya ;"8ae482893580790801358a1d4e894924
";;;0
(Dokter Pendidik Klinis)Dokter Sub Spesialis Mata-Vitreo retina Ahli Muda ;"8ae482893580790801358a1d4e894924
";;;0
(Dokter Pendidik Klinis)Dokter Sub Spesialis Mata-Vitreo retina Ahli Pertama;"8ae482893580790801358a1d4e894924
";;;0
(Dokter Pendidik Klinis)Dokter Sub Spesialis Neurologi- Neurobehaviour, Gangguan Gerak, Geriatri dan Degeneratif;;954;;4
(Dokter Pendidik Klinis)Dokter Sub Spesialis Neurologi- Neurobehaviour, Gangguan Gerak, Geriatri dan Degeneratif Ahli Utama ;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Neurologi- Neurobehaviour, Gangguan Gerak, Geriatri dan Degeneratif Ahli Madya ;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Neurologi- Neurobehaviour, Gangguan Gerak, Geriatri dan Degeneratif Ahli Muda ;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Neurologi- Neurobehaviour, Gangguan Gerak, Geriatri dan Degeneratif Ahli Pertama;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Neurologi- Neurovaskular, Neurointervensi, Imaging, Otologi, Oftalmologi;;956;;8
(Dokter Pendidik Klinis)Dokter Sub Spesialis Neurologi- Neurovaskular, Neurointervensi, Imaging, Otologi, Oftalmologi Ahli Utama ;"8ae482893580790801358a1d4e894924
";;;3
(Dokter Pendidik Klinis)Dokter Sub Spesialis Neurologi- Neurovaskular, Neurointervensi, Imaging, Otologi, Oftalmologi Ahli Madya ;"8ae482893580790801358a1d4e894924
";;;3
(Dokter Pendidik Klinis)Dokter Sub Spesialis Neurologi- Neurovaskular, Neurointervensi, Imaging, Otologi, Oftalmologi Ahli Muda ;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Neurologi- Neurovaskular, Neurointervensi, Imaging, Otologi, Oftalmologi Ahli Pertama;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Obgyn- Fertilitas-Endokrinologi Reproduksi (KFER);;948;;5
(Dokter Pendidik Klinis)Dokter Sub Spesialis Obgyn- Fertilitas-Endokrinologi Reproduksi (KFER) Ahli Utama ;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Obgyn- Fertilitas-Endokrinologi Reproduksi (KFER) Ahli Madya ;"8ae482893580790801358a1d4e894924
";;;2
(Dokter Pendidik Klinis)Dokter Sub Spesialis Obgyn- Fertilitas-Endokrinologi Reproduksi (KFER) Ahli Muda ;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Obgyn- Fertilitas-Endokrinologi Reproduksi (KFER) Ahli Pertama;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Obgyn- Fetomaternal (KFM);;945;;12
(Dokter Pendidik Klinis)Dokter Sub Spesialis Obgyn- Fetomaternal (KFM) Ahli Utama;"8ae482893580790801358a1d4e894924
";;;2
(Dokter Pendidik Klinis)Dokter Sub Spesialis Obgyn- Fetomaternal (KFM) Ahli Madya ;"8ae482893580790801358a1d4e894924
";;;4
(Dokter Pendidik Klinis)Dokter Sub Spesialis Obgyn- Fetomaternal (KFM) Ahli Muda ;"8ae482893580790801358a1d4e894924
";;;3
(Dokter Pendidik Klinis)Dokter Sub Spesialis Obgyn- Fetomaternal (KFM) Ahli Pertama;"8ae482893580790801358a1d4e894924
";;;3
(Dokter Pendidik Klinis)Dokter Sub Spesialis Obgyn- Obstetri-Ginekologi Sosial;;947;;10
(Dokter Pendidik Klinis)Dokter Sub Spesialis Obgyn- Obstetri-Ginekologi Sosial Ahli Utama;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Obgyn- Obstetri-Ginekologi Sosial Ahli Madya ;"8ae482893580790801358a1d4e894924
";;;2
(Dokter Pendidik Klinis)Dokter Sub Spesialis Obgyn- Obstetri-Ginekologi Sosial Ahli Muda ;"8ae482893580790801358a1d4e894924
";;;3
(Dokter Pendidik Klinis)Dokter Sub Spesialis Obgyn- Obstetri-Ginekologi Sosial Ahli Pertama;"8ae482893580790801358a1d4e894924
";;;4
(Dokter Pendidik Klinis)Dokter Sub Spesialis Obgyn- Onkologi Ginekologi (KOnk);;946;;16
(Dokter Pendidik Klinis)Dokter Sub Spesialis Obgyn- Onkologi Ginekologi (KOnk) Ahli Utama;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Obgyn- Onkologi Ginekologi (KOnk) Ahli Madya ;"8ae482893580790801358a1d4e894924
";;;6
(Dokter Pendidik Klinis)Dokter Sub Spesialis Obgyn- Onkologi Ginekologi (KOnk) Ahli Muda ;"8ae482893580790801358a1d4e894924
";;;5
(Dokter Pendidik Klinis)Dokter Sub Spesialis Obgyn- Onkologi Ginekologi (KOnk) Ahli Pertama;"8ae482893580790801358a1d4e894924
";;;4
(Dokter Pendidik Klinis)Dokter Sub Spesialis Obgyn- Uroginekologi dan Bedah Rekonstruksi Panggul;;944;;3
(Dokter Pendidik Klinis)Dokter Sub Spesialis Obgyn- Uroginekologi dan Bedah Rekonstruksi Panggul Ahli Utama;"8ae482893580790801358a1d4e894924
";;;0
(Dokter Pendidik Klinis)Dokter Sub Spesialis Obgyn- Uroginekologi dan Bedah Rekonstruksi Panggul Ahli Madya ;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Obgyn- Uroginekologi dan Bedah Rekonstruksi Panggul Ahli Muda ;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Obgyn- Uroginekologi dan Bedah Rekonstruksi Panggul Ahli Pertama;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Orthopaedi dan Traumatologi-Hand, Upper Limb and Microsurgery;;1047;;4
(Dokter Pendidik Klinis)Dokter Sub Spesialis Orthopaedi dan Traumatologi-Hand, Upper Limb and Microsurgery Ahli Utama;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Orthopaedi dan Traumatologi-Hand, Upper Limb and Microsurgery Ahli Madya ;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Orthopaedi dan Traumatologi-Hand, Upper Limb and Microsurgery Ahli Muda ;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Orthopaedi dan Traumatologi-Hand, Upper Limb and Microsurgery Ahli Pertama;"8ae482893580790801358a1d4e894924
";;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Orthopaedi dan Traumatologi-Hip and Knee (Adult Reconstruction, Trauma and Sport);;2430;;4
(Dokter Pendidik Klinis)Dokter Sub Spesialis Orthopaedi dan Traumatologi-Hip and Knee (Adult Reconstruction, Trauma and Sport) Ahli Utama;8ae482893580790801358a1d4e894924;;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Orthopaedi dan Traumatologi-Hip and Knee (Adult Reconstruction, Trauma and Sport) Ahli Madya ;8ae482893580790801358a1ce498491c;;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Orthopaedi dan Traumatologi-Hip and Knee (Adult Reconstruction, Trauma and Sport) Ahli Muda ;8ae482893580790801358a1c75124915;;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Orthopaedi dan Traumatologi-Hip and Knee (Adult Reconstruction, Trauma and Sport) Ahli Pertama;8ae482893580790801358a1bdc22490a;;;1
(Dokter Pendidik Klinis)Dokter Sub Spesialis Orthopaedi dan Traumatologi-Orthopedic Oncology;;2431;;4
(Dokter Pendidik Klinis)Dokter Sub Spesialis Orthopaedi dan Traumatologi-Orthopedic Oncology Ahli Utama;8ae482893580790801358a1d4e894924;;;1
